country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,lvl_gdp,GDP_for_group
Brazil,1997,male,35-54 years,1856,17744763,10.46,Brazil1997,,"883,199,625,325",5891,Boomers,0.0,104534398833
Brazil,1997,male,25-34 years,1349,13664422,9.87,Brazil1997,,"883,199,625,325",5891,Generation X,0.0,80497110002
Brazil,1997,male,15-24 years,1102,16523208,6.67,Brazil1997,,"883,199,625,325",5891,Generation X,0.0,97338218328
Brazil,1997,female,75+ years,44,1503183,2.93,Brazil1997,,"883,199,625,325",5891,G.I. Generation,0.0,8855251053
Brazil,1997,female,35-54 years,507,18634217,2.72,Brazil1997,,"883,199,625,325",5891,Boomers,0.0,109774172347
Brazil,1997,female,55-74 years,202,8017560,2.52,Brazil1997,,"883,199,625,325",5891,Silent,0.0,47231445960
Brazil,1997,female,25-34 years,282,13987171,2.02,Brazil1997,,"883,199,625,325",5891,Generation X,0.0,82398424361
Brazil,1997,female,15-24 years,327,16301577,2.01,Brazil1997,,"883,199,625,325",5891,Generation X,0.0,96032590107
Brazil,1997,female,5-14 years,55,17600190,0.31,Brazil1997,,"883,199,625,325",5891,Millenials,0.0,103682719290
Brazil,1997,male,5-14 years,53,18197954,0.29,Brazil1997,,"883,199,625,325",5891,Millenials,0.0,107204147014
Brazil,1998,male,75+ years,217,968599,22.4,Brazil1998,,"863,723,411,633",5663,G.I. Generation,0.0,5485176137
Brazil,1998,male,55-74 years,931,7040369,13.22,Brazil1998,,"863,723,411,633",5663,Silent,0.0,39869609647
Brazil,1998,male,35-54 years,1902,18361729,10.36,Brazil1998,,"863,723,411,633",5663,Boomers,0.0,103982471327
Brazil,1998,male,25-34 years,1288,13787276,9.34,Brazil1998,,"863,723,411,633",5663,Generation X,0.0,78077343988
Brazil,1998,male,15-24 years,1089,16881408,6.45,Brazil1998,,"863,723,411,633",5663,Generation X,0.0,95599413504
Brazil,1998,female,75+ years,55,1580747,3.48,Brazil1998,,"863,723,411,633",5663,G.I. Generation,0.0,8951770261
Brazil,1998,female,55-74 years,197,8252694,2.39,Brazil1998,,"863,723,411,633",5663,Silent,0.0,46735006122
Brazil,1998,female,35-54 years,458,19311067,2.37,Brazil1998,,"863,723,411,633",5663,Boomers,0.0,109358572421
Brazil,1998,female,25-34 years,324,14109075,2.3,Brazil1998,,"863,723,411,633",5663,Generation X,0.0,79899691725
Brazil,1998,female,15-24 years,364,16629063,2.19,Brazil1998,,"863,723,411,633",5663,Generation X,0.0,94170383769
Brazil,1998,male,5-14 years,50,18105835,0.28,Brazil1998,,"863,723,411,633",5663,Millenials,0.0,102533343605
Brazil,1998,female,5-14 years,47,17496449,0.27,Brazil1998,,"863,723,411,633",5663,Millenials,0.0,99082390687
Brazil,1999,male,75+ years,214,1022378,20.93,Brazil1999,,"599,388,579,986",3864,G.I. Generation,0.0,3950468592
Brazil,1999,male,55-74 years,818,7252947,11.28,Brazil1999,,"599,388,579,986",3864,Silent,0.0,28025387208
Brazil,1999,male,35-54 years,1897,18977263,10.0,Brazil1999,,"599,388,579,986",3864,Boomers,0.0,73328144232
Brazil,1999,male,25-34 years,1199,13927042,8.61,Brazil1999,,"599,388,579,986",3864,Generation X,0.0,53814090288
Brazil,1999,male,15-24 years,1103,17212692,6.41,Brazil1999,,"599,388,579,986",3864,Generation X,0.0,66509841888
Brazil,1999,female,55-74 years,188,8504649,2.21,Brazil1999,,"599,388,579,986",3864,Silent,0.0,32861963736
Brazil,1999,female,35-54 years,426,19987055,2.13,Brazil1999,,"599,388,579,986",3864,Boomers,0.0,77229980520
Brazil,1999,female,75+ years,35,1662705,2.11,Brazil1999,,"599,388,579,986",3864,G.I. Generation,0.0,6424692120
Brazil,1999,female,25-34 years,259,14242229,1.82,Brazil1999,,"599,388,579,986",3864,Generation X,0.0,55031972856
Brazil,1999,female,15-24 years,281,16927682,1.66,Brazil1999,,"599,388,579,986",3864,Generation X,0.0,65408563248
Brazil,1999,male,5-14 years,50,18012783,0.28,Brazil1999,,"599,388,579,986",3864,Millenials,0.0,69601393512
Brazil,1999,female,5-14 years,37,17392648,0.21,Brazil1999,,"599,388,579,986",3864,Millenials,0.0,67205191872
Brazil,2000,male,75+ years,215,1077633,19.95,Brazil2000,0.6829999999999999,"655,420,645,477",4156,G.I. Generation,0.0,4478642748
Brazil,2000,male,55-74 years,900,7486883,12.02,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Silent,0.0,31115485748
Brazil,2000,male,35-54 years,1989,19576126,10.16,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Boomers,0.0,81358379656
Brazil,2000,male,25-34 years,1200,14100257,8.51,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Generation X,0.0,58600668092
Brazil,2000,male,15-24 years,1037,17494250,5.93,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Generation X,0.0,72706103000
Brazil,2000,female,75+ years,45,1750820,2.57,Brazil2000,0.6829999999999999,"655,420,645,477",4156,G.I. Generation,0.0,7276407920
Brazil,2000,female,55-74 years,220,8779652,2.51,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Silent,0.0,36488233712
Brazil,2000,female,35-54 years,456,20645897,2.21,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Boomers,0.0,85804347932
Brazil,2000,female,15-24 years,345,17175577,2.01,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Generation X,0.0,71381698012
Brazil,2000,female,25-34 years,271,14403448,1.88,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Generation X,0.0,59860729888
Brazil,2000,female,5-14 years,43,17298023,0.25,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Millenials,0.0,71890583588
Brazil,2000,male,5-14 years,42,17927425,0.23,Brazil2000,0.6829999999999999,"655,420,645,477",4156,Millenials,0.0,74506378300
Brazil,2001,male,75+ years,244,1162417,20.99,Brazil2001,,"559,372,276,082",3492,Silent,0.0,4059160164
Brazil,2001,male,55-74 years,964,7721938,12.48,Brazil2001,,"559,372,276,082",3492,Silent,0.0,26965007496
Brazil,2001,male,35-54 years,2227,20128463,11.06,Brazil2001,,"559,372,276,082",3492,Boomers,0.0,70288592796
Brazil,2001,male,25-34 years,1398,14294493,9.78,Brazil2001,,"559,372,276,082",3492,Generation X,0.0,49916369556
Brazil,2001,male,15-24 years,1262,17698960,7.13,Brazil2001,,"559,372,276,082",3492,Millenials,0.0,61804768320
Brazil,2001,female,35-54 years,578,21260886,2.72,Brazil2001,,"559,372,276,082",3492,Boomers,0.0,74243013912
Brazil,2001,female,55-74 years,206,9044684,2.28,Brazil2001,,"559,372,276,082",3492,Silent,0.0,31584036528
Brazil,2001,female,15-24 years,393,17361833,2.26,Brazil2001,,"559,372,276,082",3492,Millenials,0.0,60627520836
Brazil,2001,female,75+ years,41,1866958,2.2,Brazil2001,,"559,372,276,082",3492,Silent,0.0,6519417336
Brazil,2001,female,25-34 years,286,14578443,1.96,Brazil2001,,"559,372,276,082",3492,Generation X,0.0,50907922956
Brazil,2001,male,5-14 years,58,17846905,0.32,Brazil2001,,"559,372,276,082",3492,Millenials,0.0,62321392260
Brazil,2001,female,5-14 years,53,17212816,0.31,Brazil2001,,"559,372,276,082",3492,Millenials,0.0,60107153472
Brazil,2002,male,75+ years,219,1249499,17.53,Brazil2002,,"507,962,487,700",3121,Silent,0.0,3899686379
Brazil,2002,male,55-74 years,937,7980513,11.74,Brazil2002,,"507,962,487,700",3121,Silent,0.0,24907181073
Brazil,2002,male,35-54 years,2178,20679204,10.53,Brazil2002,,"507,962,487,700",3121,Boomers,0.0,64539795684
Brazil,2002,male,25-34 years,1388,14524576,9.56,Brazil2002,,"507,962,487,700",3121,Generation X,0.0,45331201696
Brazil,2002,male,15-24 years,1226,17863758,6.86,Brazil2002,,"507,962,487,700",3121,Millenials,0.0,55752788718
Brazil,2002,female,75+ years,62,1988353,3.12,Brazil2002,,"507,962,487,700",3121,Silent,0.0,6205649713
Brazil,2002,female,35-54 years,607,21872177,2.78,Brazil2002,,"507,962,487,700",3121,Boomers,0.0,68263064417
Brazil,2002,female,55-74 years,225,9337808,2.41,Brazil2002,,"507,962,487,700",3121,Silent,0.0,29143298768
Brazil,2002,female,15-24 years,411,17507998,2.35,Brazil2002,,"507,962,487,700",3121,Millenials,0.0,54642461758
Brazil,2002,female,25-34 years,334,14784790,2.26,Brazil2002,,"507,962,487,700",3121,Generation X,0.0,46143329590
Brazil,2002,female,5-14 years,55,17166101,0.32,Brazil2002,,"507,962,487,700",3121,Millenials,0.0,53575401221
Brazil,2002,male,5-14 years,55,17806637,0.31,Brazil2002,,"507,962,487,700",3121,Millenials,0.0,55574514077
Brazil,2003,male,75+ years,220,1335479,16.47,Brazil2003,,"558,319,920,832",3376,Silent,0.0,4508577104
Brazil,2003,male,55-74 years,1002,8263894,12.13,Brazil2003,,"558,319,920,832",3376,Silent,0.0,27898906144
Brazil,2003,male,35-54 years,2299,21219095,10.83,Brazil2003,,"558,319,920,832",3376,Boomers,0.0,71635664720
Brazil,2003,male,25-34 years,1394,14785559,9.43,Brazil2003,,"558,319,920,832",3376,Generation X,0.0,49916047184
Brazil,2003,male,15-24 years,1259,17983317,7.0,Brazil2003,,"558,319,920,832",3376,Millenials,0.0,60711678192
Brazil,2003,female,35-54 years,559,22469397,2.49,Brazil2003,,"558,319,920,832",3376,Boomers,0.0,75856684272
Brazil,2003,female,75+ years,51,2111283,2.42,Brazil2003,,"558,319,920,832",3376,Silent,0.0,7127691408
Brazil,2003,female,15-24 years,413,17607810,2.35,Brazil2003,,"558,319,920,832",3376,Millenials,0.0,59443966560
Brazil,2003,female,55-74 years,212,9660156,2.19,Brazil2003,,"558,319,920,832",3376,Silent,0.0,32612686656
Brazil,2003,female,25-34 years,325,15019057,2.16,Brazil2003,,"558,319,920,832",3376,Generation X,0.0,50704336432
Brazil,2003,male,5-14 years,60,17794355,0.34,Brazil2003,,"558,319,920,832",3376,Millenials,0.0,60073742480
Brazil,2003,female,5-14 years,45,17147509,0.26,Brazil2003,,"558,319,920,832",3376,Millenials,0.0,57889990384
Brazil,2004,male,75+ years,270,1415780,19.07,Brazil2004,,"669,316,654,017",3984,Silent,0.0,5640467520
Brazil,2004,male,55-74 years,994,8573117,11.59,Brazil2004,,"669,316,654,017",3984,Silent,0.0,34155298128
Brazil,2004,male,35-54 years,2230,21738104,10.26,Brazil2004,,"669,316,654,017",3984,Boomers,0.0,86604606336
Brazil,2004,male,25-34 years,1475,15070514,9.79,Brazil2004,,"669,316,654,017",3984,Generation X,0.0,60040927776
Brazil,2004,male,15-24 years,1275,18054195,7.06,Brazil2004,,"669,316,654,017",3984,Millenials,0.0,71927912880
Brazil,2004,female,35-54 years,606,23041317,2.63,Brazil2004,,"669,316,654,017",3984,Boomers,0.0,91796606928
Brazil,2004,female,55-74 years,237,10012930,2.37,Brazil2004,,"669,316,654,017",3984,Silent,0.0,39891513120
Brazil,2004,female,75+ years,51,2230220,2.29,Brazil2004,,"669,316,654,017",3984,Silent,0.0,8885196480
Brazil,2004,female,15-24 years,403,17657631,2.28,Brazil2004,,"669,316,654,017",3984,Millenials,0.0,70348001904
Brazil,2004,female,25-34 years,347,15276057,2.27,Brazil2004,,"669,316,654,017",3984,Generation X,0.0,60859811088
Brazil,2004,female,5-14 years,59,17135875,0.34,Brazil2004,,"669,316,654,017",3984,Millenials,0.0,68269326000
Brazil,2004,male,5-14 years,48,17787328,0.27,Brazil2004,,"669,316,654,017",3984,Millenials,0.0,70864714752
Brazil,2005,male,75+ years,297,1488505,19.95,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Silent,0.0,7784881150
Brazil,2005,male,55-74 years,1175,8908847,13.19,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Silent,0.0,46593269810
Brazil,2005,male,35-54 years,2490,22232378,11.2,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Boomers,0.0,116275336940
Brazil,2005,male,25-34 years,1464,15374079,9.52,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Generation X,0.0,80406433170
Brazil,2005,male,15-24 years,1247,18077858,6.9,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Millenials,0.0,94547197340
Brazil,2005,female,35-54 years,664,23583263,2.82,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Boomers,0.0,123340465490
Brazil,2005,female,55-74 years,259,10396739,2.49,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Silent,0.0,54374944970
Brazil,2005,female,25-34 years,369,15551589,2.37,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Generation X,0.0,81334810470
Brazil,2005,female,15-24 years,405,17659079,2.29,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Millenials,0.0,92356983170
Brazil,2005,female,75+ years,53,2343149,2.26,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Silent,0.0,12254669270
Brazil,2005,female,5-14 years,54,17107519,0.32,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Millenials,0.0,89472324370
Brazil,2005,male,5-14 years,52,17760955,0.29,Brazil2005,0.7020000000000001,"891,630,175,813",5230,Millenials,0.0,92889794650
Brazil,2006,male,75+ years,275,1575798,17.45,Brazil2006,,"1,107,640,297,890",6403,Silent,0.0,10089834594
Brazil,2006,male,55-74 years,1112,9247477,12.02,Brazil2006,,"1,107,640,297,890",6403,Silent,0.0,59211595231
Brazil,2006,male,35-54 years,2536,22709135,11.17,Brazil2006,,"1,107,640,297,890",6403,Boomers,0.0,145406591405
Brazil,2006,male,25-34 years,1537,15717099,9.78,Brazil2006,,"1,107,640,297,890",6403,Generation X,0.0,100636584897
Brazil,2006,male,15-24 years,1293,18063460,7.16,Brazil2006,,"1,107,640,297,890",6403,Millenials,0.0,115660334380
Brazil,2006,female,35-54 years,708,24105759,2.94,Brazil2006,,"1,107,640,297,890",6403,Boomers,0.0,154349174877
Brazil,2006,female,55-74 years,265,10786642,2.46,Brazil2006,,"1,107,640,297,890",6403,Silent,0.0,69066868726
Brazil,2006,female,15-24 years,387,17631557,2.19,Brazil2006,,"1,107,640,297,890",6403,Millenials,0.0,112894859471
Brazil,2006,female,25-34 years,333,15862415,2.1,Brazil2006,,"1,107,640,297,890",6403,Generation X,0.0,101567043245
Brazil,2006,female,75+ years,47,2466737,1.91,Brazil2006,,"1,107,640,297,890",6403,Silent,0.0,15794517011
Brazil,2006,male,5-14 years,64,17731288,0.36,Brazil2006,,"1,107,640,297,890",6403,Millenials,0.0,113533437064
Brazil,2006,female,5-14 years,61,17077355,0.36,Brazil2006,,"1,107,640,297,890",6403,Millenials,0.0,109346304065
Brazil,2007,male,75+ years,305,1654216,18.44,Brazil2007,,"1,397,084,345,950",7970,Silent,0.0,13184101520
Brazil,2007,male,55-74 years,1220,9611434,12.69,Brazil2007,,"1,397,084,345,950",7970,Silent,0.0,76603128980
Brazil,2007,male,35-54 years,2516,23156759,10.87,Brazil2007,,"1,397,084,345,950",7970,Boomers,0.0,184559369230
Brazil,2007,male,25-34 years,1609,16075775,10.01,Brazil2007,,"1,397,084,345,950",7970,Generation X,0.0,128123926750
Brazil,2007,male,15-24 years,1267,17991928,7.04,Brazil2007,,"1,397,084,345,950",7970,Millenials,0.0,143395666160
Brazil,2007,female,35-54 years,723,24591528,2.94,Brazil2007,,"1,397,084,345,950",7970,Boomers,0.0,195994478160
Brazil,2007,female,55-74 years,275,11208413,2.45,Brazil2007,,"1,397,084,345,950",7970,Silent,0.0,89331051610
Brazil,2007,female,25-34 years,392,16189977,2.42,Brazil2007,,"1,397,084,345,950",7970,Generation X,0.0,129034116690
Brazil,2007,female,15-24 years,379,17547530,2.16,Brazil2007,,"1,397,084,345,950",7970,Millenials,0.0,139853814100
Brazil,2007,female,75+ years,51,2581330,1.98,Brazil2007,,"1,397,084,345,950",7970,Silent,0.0,20573200100
Brazil,2007,male,5-14 years,67,17669069,0.38,Brazil2007,,"1,397,084,345,950",7970,Generation Z,0.0,140822479930
Brazil,2007,female,5-14 years,51,17015233,0.3,Brazil2007,,"1,397,084,345,950",7970,Generation Z,0.0,135611407010
Brazil,2008,male,75+ years,318,1728094,18.4,Brazil2008,,"1,695,824,571,927",9555,Silent,1.0,16511938170
Brazil,2008,male,55-74 years,1204,9996938,12.04,Brazil2008,,"1,695,824,571,927",9555,Silent,1.0,95520742590
Brazil,2008,male,35-54 years,2608,23591045,11.06,Brazil2008,,"1,695,824,571,927",9555,Boomers,1.0,225412434975
Brazil,2008,male,25-34 years,1706,16430646,10.38,Brazil2008,,"1,695,824,571,927",9555,Generation X,1.0,156994822530
Brazil,2008,male,15-24 years,1375,17889839,7.69,Brazil2008,,"1,695,824,571,927",9555,Millenials,1.0,170937411645
Brazil,2008,female,35-54 years,745,25056164,2.97,Brazil2008,,"1,695,824,571,927",9555,Boomers,1.0,239411647020
Brazil,2008,female,55-74 years,309,11656750,2.65,Brazil2008,,"1,695,824,571,927",9555,Silent,1.0,111380246250
Brazil,2008,female,15-24 years,398,17432076,2.28,Brazil2008,,"1,695,824,571,927",9555,Millenials,1.0,166563486180
Brazil,2008,female,25-34 years,365,16515414,2.21,Brazil2008,,"1,695,824,571,927",9555,Generation X,1.0,157804780770
Brazil,2008,female,75+ years,52,2693428,1.93,Brazil2008,,"1,695,824,571,927",9555,Silent,1.0,25735704540
Brazil,2008,male,5-14 years,55,17566837,0.31,Brazil2008,,"1,695,824,571,927",9555,Generation Z,1.0,167851127535
Brazil,2008,female,5-14 years,49,16914401,0.29,Brazil2008,,"1,695,824,571,927",9555,Generation Z,1.0,161617101555
Brazil,2009,male,75+ years,295,1803127,16.36,Brazil2009,,"1,667,019,780,934",9283,Silent,0.0,16738427941
Brazil,2009,male,55-74 years,1271,10398573,12.22,Brazil2009,,"1,667,019,780,934",9283,Silent,0.0,96529953159
Brazil,2009,male,35-54 years,2737,24035191,11.39,Brazil2009,,"1,667,019,780,934",9283,Boomers,0.0,223118678053
Brazil,2009,male,25-34 years,1838,16753314,10.97,Brazil2009,,"1,667,019,780,934",9283,Generation X,0.0,155521013862
Brazil,2009,male,15-24 years,1270,17794434,7.14,Brazil2009,,"1,667,019,780,934",9283,Millenials,0.0,165185730822
Brazil,2009,female,35-54 years,768,25523153,3.01,Brazil2009,,"1,667,019,780,934",9283,Boomers,0.0,236931429299
Brazil,2009,female,55-74 years,301,12124076,2.48,Brazil2009,,"1,667,019,780,934",9283,Silent,0.0,112547797508
Brazil,2009,female,25-34 years,351,16810330,2.09,Brazil2009,,"1,667,019,780,934",9283,Generation X,0.0,156050293390
Brazil,2009,female,75+ years,58,2811556,2.06,Brazil2009,,"1,667,019,780,934",9283,Silent,0.0,26099674348
Brazil,2009,female,15-24 years,343,17321655,1.98,Brazil2009,,"1,667,019,780,934",9283,Millenials,0.0,160796923365
Brazil,2009,male,5-14 years,62,17421892,0.36,Brazil2009,,"1,667,019,780,934",9283,Generation Z,0.0,161727423436
Brazil,2009,female,5-14 years,52,16772250,0.31,Brazil2009,,"1,667,019,780,934",9283,Generation Z,0.0,155696796750
Brazil,2010,male,75+ years,358,1882113,19.02,Brazil2010,0.737,"2,208,871,646,203",12161,Silent,1.0,22888376193
Brazil,2010,male,55-74 years,1236,10813388,11.43,Brazil2010,0.737,"2,208,871,646,203",12161,Silent,1.0,131501611468
Brazil,2010,male,25-34 years,1832,17023785,10.76,Brazil2010,0.737,"2,208,871,646,203",12161,Generation X,1.0,207026249385
Brazil,2010,male,35-54 years,2586,24501254,10.55,Brazil2010,0.737,"2,208,871,646,203",12161,Generation X,1.0,297959749894
Brazil,2010,male,15-24 years,1288,17726866,7.27,Brazil2010,0.737,"2,208,871,646,203",12161,Millenials,1.0,215576417426
Brazil,2010,female,35-54 years,835,26004856,3.21,Brazil2010,0.737,"2,208,871,646,203",12161,Generation X,1.0,316245053816
Brazil,2010,female,55-74 years,339,12605588,2.69,Brazil2010,0.737,"2,208,871,646,203",12161,Silent,1.0,153296555668
Brazil,2010,female,75+ years,79,2940677,2.69,Brazil2010,0.737,"2,208,871,646,203",12161,Silent,1.0,35761572997
Brazil,2010,female,25-34 years,404,17054489,2.37,Brazil2010,0.737,"2,208,871,646,203",12161,Generation X,1.0,207399640729
Brazil,2010,female,15-24 years,368,17237481,2.13,Brazil2010,0.737,"2,208,871,646,203",12161,Millenials,1.0,209625006441
Brazil,2010,male,5-14 years,56,17242386,0.32,Brazil2010,0.737,"2,208,871,646,203",12161,Generation Z,1.0,209684656146
Brazil,2010,female,5-14 years,48,16596829,0.29,Brazil2010,0.737,"2,208,871,646,203",12161,Generation Z,1.0,201834037469
Brazil,2011,male,75+ years,352,2002447,17.58,Brazil2011,0.742,"2,616,201,578,192",14245,Silent,1.0,28524857515
Brazil,2011,male,55-74 years,1323,11208705,11.8,Brazil2011,0.742,"2,616,201,578,192",14245,Boomers,1.0,159668002725
Brazil,2011,male,25-34 years,1907,17249585,11.06,Brazil2011,0.742,"2,616,201,578,192",14245,Millenials,1.0,245720338325
Brazil,2011,male,35-54 years,2754,24975171,11.03,Brazil2011,0.742,"2,616,201,578,192",14245,Generation X,1.0,355771310895
Brazil,2011,male,15-24 years,1335,17674787,7.55,Brazil2011,0.742,"2,616,201,578,192",14245,Millenials,1.0,251777340815
Brazil,2011,female,35-54 years,805,26488792,3.04,Brazil2011,0.742,"2,616,201,578,192",14245,Generation X,1.0,377332842040
Brazil,2011,female,55-74 years,352,13063915,2.69,Brazil2011,0.742,"2,616,201,578,192",14245,Boomers,1.0,186095469175
Brazil,2011,female,15-24 years,413,17180849,2.4,Brazil2011,0.742,"2,616,201,578,192",14245,Millenials,1.0,244741194005
Brazil,2011,female,25-34 years,400,17253232,2.32,Brazil2011,0.742,"2,616,201,578,192",14245,Millenials,1.0,245772289840
Brazil,2011,female,75+ years,71,3110432,2.28,Brazil2011,0.742,"2,616,201,578,192",14245,Silent,1.0,44308103840
Brazil,2011,male,5-14 years,63,17044425,0.37,Brazil2011,0.742,"2,616,201,578,192",14245,Generation Z,1.0,242797834125
Brazil,2011,female,5-14 years,47,16404101,0.29,Brazil2011,0.742,"2,616,201,578,192",14245,Generation Z,1.0,233676418745
Brazil,2012,male,75+ years,376,2123165,17.71,Brazil2012,0.746,"2,465,188,674,415",13283,Silent,1.0,28202000695
Brazil,2012,male,55-74 years,1458,11612925,12.55,Brazil2012,0.746,"2,465,188,674,415",13283,Boomers,1.0,154254482775
Brazil,2012,male,35-54 years,2885,25463652,11.33,Brazil2012,0.746,"2,465,188,674,415",13283,Generation X,1.0,338233689516
Brazil,2012,male,25-34 years,1930,17418954,11.08,Brazil2012,0.746,"2,465,188,674,415",13283,Millenials,1.0,231375965982
Brazil,2012,male,15-24 years,1313,17644319,7.44,Brazil2012,0.746,"2,465,188,674,415",13283,Millenials,1.0,234369489277
Brazil,2012,female,35-54 years,877,26979566,3.25,Brazil2012,0.746,"2,465,188,674,415",13283,Generation X,1.0,358369575178
Brazil,2012,female,55-74 years,418,13532752,3.09,Brazil2012,0.746,"2,465,188,674,415",13283,Boomers,1.0,179755544816
Brazil,2012,female,25-34 years,455,17398447,2.62,Brazil2012,0.746,"2,465,188,674,415",13283,Millenials,1.0,231103571501
Brazil,2012,female,75+ years,80,3285641,2.43,Brazil2012,0.746,"2,465,188,674,415",13283,Silent,1.0,43643169403
Brazil,2012,female,15-24 years,383,17145894,2.23,Brazil2012,0.746,"2,465,188,674,415",13283,Millenials,1.0,227748910002
Brazil,2012,male,5-14 years,79,16810876,0.47,Brazil2012,0.746,"2,465,188,674,415",13283,Generation Z,1.0,223298865908
Brazil,2012,female,5-14 years,41,16175024,0.25,Brazil2012,0.746,"2,465,188,674,415",13283,Generation Z,1.0,214852843792
Brazil,2013,male,75+ years,370,2240434,16.51,Brazil2013,0.752,"2,472,806,919,902",13191,Silent,1.0,29553564894
Brazil,2013,male,55-74 years,1474,12036068,12.25,Brazil2013,0.752,"2,472,806,919,902",13191,Boomers,1.0,158767772988
Brazil,2013,male,35-54 years,3053,25965164,11.76,Brazil2013,0.752,"2,472,806,919,902",13191,Generation X,1.0,342506478324
Brazil,2013,male,25-34 years,2004,17534209,11.43,Brazil2013,0.752,"2,472,806,919,902",13191,Millenials,1.0,231293750919
Brazil,2013,male,15-24 years,1317,17627508,7.47,Brazil2013,0.752,"2,472,806,919,902",13191,Millenials,1.0,232524458028
Brazil,2013,female,35-54 years,897,27475364,3.26,Brazil2013,0.752,"2,472,806,919,902",13191,Generation X,1.0,362427526524
Brazil,2013,female,55-74 years,433,14022927,3.09,Brazil2013,0.752,"2,472,806,919,902",13191,Boomers,1.0,184976430057
Brazil,2013,female,75+ years,88,3462431,2.54,Brazil2013,0.752,"2,472,806,919,902",13191,Silent,1.0,45672927321
Brazil,2013,female,25-34 years,393,17492228,2.25,Brazil2013,0.752,"2,472,806,919,902",13191,Millenials,1.0,230739979548
Brazil,2013,female,15-24 years,362,17123318,2.11,Brazil2013,0.752,"2,472,806,919,902",13191,Millenials,1.0,225873687738
Brazil,2013,male,5-14 years,72,16555477,0.43,Brazil2013,0.752,"2,472,806,919,902",13191,Generation Z,1.0,218383297107
Brazil,2013,female,5-14 years,50,15923724,0.31,Brazil2013,0.752,"2,472,806,919,902",13191,Generation Z,1.0,210049843284
Brazil,2014,male,75+ years,390,2349303,16.6,Brazil2014,0.755,"2,455,993,625,159",12975,Silent,1.0,30482206425
Brazil,2014,male,55-74 years,1534,12492114,12.28,Brazil2014,0.755,"2,455,993,625,159",12975,Boomers,1.0,162085179150
Brazil,2014,male,35-54 years,3050,26475231,11.52,Brazil2014,0.755,"2,455,993,625,159",12975,Generation X,1.0,343516122225
Brazil,2014,male,25-34 years,1982,17601477,11.26,Brazil2014,0.755,"2,455,993,625,159",12975,Millenials,1.0,228379164075
Brazil,2014,male,15-24 years,1358,17606681,7.71,Brazil2014,0.755,"2,455,993,625,159",12975,Millenials,1.0,228446685975
Brazil,2014,female,35-54 years,871,27971096,3.11,Brazil2014,0.755,"2,455,993,625,159",12975,Generation X,1.0,362924970600
Brazil,2014,female,55-74 years,389,14550395,2.67,Brazil2014,0.755,"2,455,993,625,159",12975,Boomers,1.0,188791375125
Brazil,2014,female,25-34 years,457,17539955,2.61,Brazil2014,0.755,"2,455,993,625,159",12975,Millenials,1.0,227580916125
Brazil,2014,female,75+ years,83,3634999,2.28,Brazil2014,0.755,"2,455,993,625,159",12975,Silent,1.0,47164112025
Brazil,2014,female,15-24 years,371,17094729,2.17,Brazil2014,0.755,"2,455,993,625,159",12975,Millenials,1.0,221804108775
Brazil,2014,male,5-14 years,84,16299015,0.52,Brazil2014,0.755,"2,455,993,625,159",12975,Generation Z,1.0,211479719625
Brazil,2014,female,5-14 years,62,15670559,0.4,Brazil2014,0.755,"2,455,993,625,159",12975,Generation Z,1.0,203325503025
Brazil,2015,male,75+ years,470,2448560,19.19,Brazil2015,,"1,802,214,373,741",9431,Silent,1.0,23092369360
Brazil,2015,male,55-74 years,1693,12987357,13.04,Brazil2015,,"1,802,214,373,741",9431,Boomers,1.0,122483763867
Brazil,2015,male,35-54 years,3238,26989063,12.0,Brazil2015,,"1,802,214,373,741",9431,Generation X,1.0,254533853153
Brazil,2015,male,25-34 years,1897,17625976,10.76,Brazil2015,,"1,802,214,373,741",9431,Millenials,1.0,166230579656
Brazil,2015,male,15-24 years,1389,17569045,7.91,Brazil2015,,"1,802,214,373,741",9431,Millenials,1.0,165693663395
Brazil,2015,female,35-54 years,910,28461855,3.2,Brazil2015,,"1,802,214,373,741",9431,Generation X,1.0,268423754505
Brazil,2015,female,55-74 years,479,15122216,3.17,Brazil2015,,"1,802,214,373,741",9431,Boomers,1.0,142617619096
