sex,suicides_no,population,suicides_pop,gdp_per_capita ($),lvl_gdp,GDP_for_group,Boomers,G.I. Generation,Generation X,Generation Z,Millenials,Silent
0.0,0.0,3880.0,0.0,31432.0,1.0,121956160.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,24798.0,0.0,31432.0,1.0,779450736.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,29792.0,0.0,31432.0,1.0,936422144.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,14336.0,0.0,31432.0,1.0,450609152.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2327.0,0.0,31432.0,1.0,73142264.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,40113.0,2.49,30704.0,1.0,1231629552.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,27919.0,0.0,30704.0,1.0,857224976.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,25941.0,0.0,30704.0,1.0,796492464.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,43511.0,0.0,30704.0,1.0,1335961744.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,29130.0,0.0,30704.0,1.0,894407520.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,18079.0,0.0,30704.0,1.0,555097616.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,4092.0,0.0,30704.0,1.0,125640768.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,27766.0,0.0,30704.0,1.0,852527264.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,25200.0,0.0,30704.0,1.0,773740800.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,29553.0,0.0,30704.0,1.0,907395312.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,15166.0,0.0,30704.0,1.0,465656864.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2418.0,0.0,30704.0,1.0,74242272.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,28309.0,3.53,30671.0,1.0,868265339.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,41662.0,2.4,30671.0,1.0,1277815202.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,28385.0,0.0,30671.0,1.0,870596335.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,26367.0,0.0,30671.0,1.0,808702257.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,44948.0,0.0,30671.0,1.0,1378600108.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,28634.0,0.0,30671.0,1.0,878233414.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,19143.0,0.0,30671.0,1.0,587134953.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,4327.0,0.0,30671.0,1.0,132713417.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,25733.0,0.0,30671.0,1.0,789256843.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,29136.0,0.0,30671.0,1.0,893630256.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,16082.0,0.0,30671.0,1.0,493251022.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2511.0,0.0,30671.0,1.0,77014881.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,26366.0,3.79,32596.0,1.0,859426136.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,26917.0,3.72,32596.0,1.0,877386532.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,28690.0,3.49,32596.0,1.0,935179240.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,43193.0,2.32,32596.0,1.0,1407919028.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,28757.0,0.0,32596.0,1.0,937363172.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,46362.0,0.0,32596.0,1.0,1511215752.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,28118.0,0.0,32596.0,1.0,916534328.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,20307.0,0.0,32596.0,1.0,661926972.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,4589.0,0.0,32596.0,1.0,149583044.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,28762.0,0.0,32596.0,1.0,937526152.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,17085.0,0.0,32596.0,1.0,556902660.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2617.0,0.0,32596.0,1.0,85303732.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,29472.0,3.39,32957.0,1.0,971308704.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,44490.0,2.25,32957.0,1.0,1466256930.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,29420.0,0.0,32957.0,1.0,969594940.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,27172.0,0.0,32957.0,1.0,895507604.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,47679.0,0.0,32957.0,1.0,1571356803.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,28256.0,0.0,32957.0,1.0,931232992.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,21081.0,0.0,32957.0,1.0,694766517.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,4817.0,0.0,32957.0,1.0,158753869.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,26713.0,0.0,32957.0,1.0,880380341.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,28912.0,0.0,32957.0,1.0,952852784.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,17743.0,0.0,32957.0,1.0,584756051.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2744.0,0.0,32957.0,1.0,90434008.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,45790.0,4.37,33710.0,1.0,1543580900.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,27047.0,3.7,33710.0,1.0,911754370.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,30182.0,3.31,33710.0,1.0,1017435220.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,48976.0,2.04,33710.0,1.0,1650980960.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,30101.0,0.0,33710.0,1.0,1014704710.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,27419.0,0.0,33710.0,1.0,924294490.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,28225.0,0.0,33710.0,1.0,951464750.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,21936.0,0.0,33710.0,1.0,739462560.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5046.0,0.0,33710.0,1.0,170100660.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,28953.0,0.0,33710.0,1.0,976005630.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,18460.0,0.0,33710.0,1.0,622286600.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2854.0,0.0,33710.0,1.0,96208340.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,27416.0,3.65,32746.0,1.0,897764336.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,28759.0,3.48,32746.0,1.0,941742214.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,30842.0,3.24,32746.0,1.0,1009952132.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,47227.0,2.12,32746.0,1.0,1546495342.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,30739.0,0.0,32746.0,1.0,1006579294.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,27705.0,0.0,32746.0,1.0,907227930.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,50385.0,0.0,32746.0,1.0,1649907210.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,27972.0,0.0,32746.0,1.0,915971112.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,22905.0,0.0,32746.0,1.0,750047130.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5272.0,0.0,32746.0,1.0,172636912.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,19279.0,0.0,32746.0,1.0,631310134.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2946.0,0.0,32746.0,1.0,96469716.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,31432.0,6.36,30450.0,1.0,957104400.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,48784.0,4.1,30450.0,1.0,1485472800.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,27862.0,3.59,30450.0,1.0,848397900.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,51877.0,1.93,30450.0,1.0,1579654650.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,31298.0,0.0,30450.0,1.0,953024100.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,28059.0,0.0,30450.0,1.0,854396550.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,27474.0,0.0,30450.0,1.0,836583300.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,23987.0,0.0,30450.0,1.0,730404150.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,5515.0,0.0,30450.0,1.0,167931750.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,28311.0,0.0,30450.0,1.0,862069950.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,20196.0,0.0,30450.0,1.0,614968200.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,3018.0,0.0,30450.0,1.0,91898100.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,3090.0,32.36,30239.0,1.0,93438510.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,2.0,31792.0,6.29,30239.0,1.0,961358288.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,3.0,50326.0,5.96,30239.0,1.0,1521807914.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,21188.0,4.72,30239.0,1.0,640703932.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,25150.0,3.98,30239.0,1.0,760510850.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,31968.0,3.13,30239.0,1.0,966680352.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,53312.0,1.88,30239.0,1.0,1612101568.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,28521.0,0.0,30239.0,1.0,862446519.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,26732.0,0.0,30239.0,1.0,808348948.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,5772.0,0.0,30239.0,1.0,174539508.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,28398.0,0.0,30239.0,1.0,858727122.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,27620.0,0.0,30239.0,1.0,835201180.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,22178.0,4.51,29761.0,1.0,660039458.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,29138.0,3.43,29761.0,1.0,867176018.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,32343.0,3.09,29761.0,1.0,962560023.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,50932.0,1.96,29761.0,1.0,1515787252.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,32120.0,0.0,29761.0,1.0,955923320.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,53821.0,0.0,29761.0,1.0,1601766781.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,26108.0,0.0,29761.0,1.0,777000188.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,26262.0,0.0,29761.0,1.0,781583382.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6106.0,0.0,29761.0,1.0,181720666.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,28997.0,0.0,29761.0,1.0,862979717.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,27054.0,0.0,29761.0,1.0,805154094.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,3324.0,0.0,29761.0,1.0,98925564.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,32716.0,6.11,31204.0,1.0,1020870064.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,51466.0,3.89,31204.0,1.0,1605945064.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,54245.0,1.84,31204.0,1.0,1692660980.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,32430.0,0.0,31204.0,1.0,1011945720.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,29909.0,0.0,31204.0,1.0,933280436.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,25670.0,0.0,31204.0,1.0,801006680.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,27444.0,0.0,31204.0,1.0,856362576.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6463.0,0.0,31204.0,1.0,201671452.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,29740.0,0.0,31204.0,1.0,928006960.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,26675.0,0.0,31204.0,1.0,832366700.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,23216.0,0.0,31204.0,1.0,724432064.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,3584.0,0.0,31204.0,1.0,111835136.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,24298.0,8.23,30455.0,1.0,739995590.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,51912.0,3.85,30455.0,1.0,1580979960.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,54567.0,1.83,30455.0,1.0,1661837985.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,32613.0,0.0,30455.0,1.0,993228915.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,30751.0,0.0,30455.0,1.0,936521705.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,25435.0,0.0,30455.0,1.0,774622925.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,28689.0,0.0,30455.0,1.0,873723495.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6828.0,0.0,30455.0,1.0,207946740.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,32971.0,0.0,30455.0,1.0,1004131805.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,30545.0,0.0,30455.0,1.0,930247975.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,26496.0,0.0,30455.0,1.0,806935680.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,3854.0,0.0,30455.0,1.0,117373570.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,7.0,67600.0,10.36,9980.0,1.0,674648000.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,49700.0,6.04,9980.0,1.0,496006000.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,26900.0,3.72,9980.0,1.0,268462000.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,37800.0,0.0,9980.0,1.0,377244000.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,27600.0,0.0,9980.0,1.0,275448000.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,41400.0,0.0,9980.0,1.0,413172000.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,8700.0,0.0,9980.0,1.0,86826000.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1500.0,0.0,9980.0,1.0,14970000.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,49700.0,0.0,9980.0,1.0,496006000.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,42000.0,0.0,9980.0,1.0,419160000.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,11600.0,0.0,9980.0,1.0,115768000.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1400.0,0.0,9980.0,1.0,13972000.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,11800.0,8.47,9321.0,0.0,109987800.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,47700.0,6.29,9321.0,0.0,444611700.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,63900.0,4.69,9321.0,0.0,595611900.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,27500.0,3.64,9321.0,0.0,256327500.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,38600.0,2.59,9321.0,0.0,359790600.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,27300.0,0.0,9321.0,0.0,254463300.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,42500.0,0.0,9321.0,0.0,396142500.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,8900.0,0.0,9321.0,0.0,82956900.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1500.0,0.0,9321.0,0.0,13981500.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,49400.0,0.0,9321.0,0.0,460457400.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,43200.0,0.0,9321.0,0.0,402667200.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1600.0,0.0,9321.0,0.0,14913600.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,8.0,61600.0,12.99,9501.0,1.0,585261600.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,63500.0,6.3,9501.0,1.0,603313500.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,30900.0,3.24,9501.0,1.0,293580900.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,44100.0,2.27,9501.0,1.0,418994100.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,38300.0,0.0,9501.0,1.0,363888300.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,32000.0,0.0,9501.0,1.0,304032000.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,45400.0,0.0,9501.0,1.0,431345400.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,10300.0,0.0,9501.0,1.0,97860300.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1400.0,0.0,9501.0,1.0,13301400.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,46500.0,0.0,9501.0,1.0,441796500.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,14400.0,0.0,9501.0,1.0,136814400.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1300.0,0.0,9501.0,1.0,12351300.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,46573.0,0.0,11985.0,1.0,558177405.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,50841.0,0.0,11985.0,1.0,609329385.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,53562.0,0.0,11985.0,1.0,641940570.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,55390.0,0.0,11985.0,1.0,663849150.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,13826.0,0.0,11985.0,1.0,165704610.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2250.0,0.0,11985.0,1.0,26966250.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,54369.0,0.0,11985.0,1.0,651612465.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,80297.0,0.0,11985.0,1.0,962359545.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,96825.0,0.0,11985.0,1.0,1160447625.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,57431.0,0.0,11985.0,1.0,688310535.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,16035.0,0.0,11985.0,1.0,192179475.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2355.0,0.0,11985.0,1.0,28224675.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,48147.0,0.0,11325.0,1.0,545264775.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,51596.0,0.0,11325.0,1.0,584324700.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,56917.0,0.0,11325.0,1.0,644585025.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,56626.0,0.0,11325.0,1.0,641289450.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,14404.0,0.0,11325.0,1.0,163125300.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2312.0,0.0,11325.0,1.0,26183400.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,56377.0,0.0,11325.0,1.0,638469525.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,80849.0,0.0,11325.0,1.0,915614925.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,101013.0,0.0,11325.0,1.0,1143972225.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,58935.0,0.0,11325.0,1.0,667438875.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,16409.0,0.0,11325.0,1.0,185831925.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2423.0,0.0,11325.0,1.0,27440475.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,8.0,82791.0,9.66,11703.0,1.0,968903073.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,4.0,105903.0,3.78,11703.0,1.0,1239382809.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,57914.0,3.45,11703.0,1.0,677767542.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,49631.0,2.01,11703.0,1.0,580831593.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,52339.0,1.91,11703.0,1.0,612523317.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,60568.0,1.65,11703.0,1.0,708827304.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,58374.0,0.0,11703.0,1.0,683150922.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,15017.0,0.0,11703.0,1.0,175743951.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2339.0,0.0,11703.0,1.0,27373317.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,61554.0,0.0,11703.0,1.0,720366462.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,16810.0,0.0,11703.0,1.0,196727430.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2522.0,0.0,11703.0,1.0,29514966.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,16.0,86231.0,18.55,15345.0,1.0,1323214695.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,10.0,112060.0,8.92,15345.0,1.0,1719560700.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,59208.0,3.38,15345.0,1.0,908546760.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,53263.0,1.88,15345.0,1.0,817320735.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,50968.0,0.0,15345.0,1.0,782103960.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,64617.0,0.0,15345.0,1.0,991547865.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60791.0,0.0,15345.0,1.0,932837895.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,15556.0,0.0,15345.0,1.0,238706820.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2394.0,0.0,15345.0,1.0,36735930.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,65512.0,0.0,15345.0,1.0,1005281640.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,17346.0,0.0,15345.0,1.0,266174370.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2648.0,0.0,15345.0,1.0,40633560.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,8.0,90920.0,8.8,14383.0,1.0,1307702360.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,8.0,118151.0,6.77,14383.0,1.0,1699365833.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,17917.0,5.58,14383.0,1.0,257700211.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,68309.0,2.93,14383.0,1.0,982488347.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,54497.0,1.83,14383.0,1.0,783830351.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,55961.0,1.79,14383.0,1.0,804887063.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,67127.0,1.49,14383.0,1.0,965487641.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,67856.0,1.47,14383.0,1.0,975972848.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,62316.0,0.0,14383.0,1.0,896291028.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,15791.0,0.0,14383.0,1.0,227121953.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2544.0,0.0,14383.0,1.0,36590352.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2694.0,0.0,14383.0,1.0,38747802.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,7.0,97288.0,7.2,14572.0,1.0,1417680736.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,126500.0,7.11,14572.0,1.0,1843358000.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,71376.0,5.6,14572.0,1.0,1040091072.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,57599.0,3.47,14572.0,1.0,839332628.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,76442.0,2.62,14572.0,1.0,1113912824.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,59350.0,1.68,14572.0,1.0,864848200.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,63714.0,0.0,14572.0,1.0,928440408.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,16006.0,0.0,14572.0,1.0,233239432.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2738.0,0.0,14572.0,1.0,39898136.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,68596.0,0.0,14572.0,1.0,999580912.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,18646.0,0.0,14572.0,1.0,271709512.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,2755.0,0.0,14572.0,1.0,40145860.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,17.0,137287.0,12.38,15756.0,1.0,2163093972.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,9.0,105799.0,8.51,15756.0,1.0,1666969044.0,0.0,0.0,1.0,0.0,0.0,0.0
